"Geography","Geographic Area Name","Estimate!!Total","Annotation of Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total",
"0500000US13119","Franklin County, Georgia","23256","null","*****","*****",
"0500000US13121","Fulton County, Georgia","1054286","null","*****","*****",
"0500000US13123","Gilmer County, Georgia","31047","null","*****","*****",
"0500000US13125","Glascock County, Georgia","2903","null","*****","*****",
"0500000US13127","Glynn County, Georgia","84373","null","*****","*****",
"0500000US13129","Gordon County, Georgia","57274","null","*****","*****",
"0500000US13131","Grady County, Georgia","26076","null","*****","*****",
"0500000US13133","Greene County, Georgia","18461","null","*****","*****",
"0500000US13135","Gwinnett County, Georgia","948505","null","*****","*****",
"0500000US13137","Habersham County, Georgia","45767","null","*****","*****",
"0500000US13139","Hall County, Georgia","201703","null","*****","*****",
"0500000US13141","Hancock County, Georgia","8652","null","*****","*****",
"0500000US13143","Haralson County, Georgia","29685","null","*****","*****",
"0500000US13145","Harris County, Georgia","34316","null","*****","*****",
"0500000US13147","Hart County, Georgia","25808","null","*****","*****",
"0500000US13149","Heard County, Georgia","11440","null","*****","*****",
"0500000US13151","Henry County, Georgia","236615","null","*****","*****",
"0500000US13153","Houston County, Georgia","161177","null","*****","*****",
"0500000US13155","Irwin County, Georgia","9615","null","*****","*****",
"0500000US13157","Jackson County, Georgia","73839","null","*****","*****",
"0500000US13159","Jasper County, Georgia","14478","null","*****","*****",
"0500000US13161","Jeff Davis County, Georgia","14753","null","*****","*****",
"0500000US13163","Jefferson County, Georgia","15708","null","*****","*****",
"0500000US13165","Jenkins County, Georgia","8693","null","*****","*****",
"0500000US13167","Johnson County, Georgia","9272","null","*****","*****",
"0500000US13169","Jones County, Georgia","28297","null","*****","*****",
"0500000US13171","Lamar County, Georgia","18482","null","*****","*****",
"0500000US13173","Lanier County, Georgia","9874","null","*****","*****",
"0500000US13175","Laurens County, Georgia","49202","null","*****","*****",
"0500000US13177","Lee County, Georgia","32547","null","*****","*****",
"0500000US13179","Liberty County, Georgia","64334","null","*****","*****",
"0500000US13181","Lincoln County, Georgia","7686","null","*****","*****",
"0500000US13183","Long County, Georgia","16398","null","*****","*****",
"0500000US13185","Lowndes County, Georgia","117437","null","*****","*****",
"0500000US13187","Lumpkin County, Georgia","33188","null","*****","*****",
"0500000US13189","McDuffie County, Georgia","21727","null","*****","*****",
"0500000US13191","McIntosh County, Georgia","11291","null","*****","*****",
"0500000US13193","Macon County, Georgia","12330","null","*****","*****",
"0500000US13195","Madison County, Georgia","29906","null","*****","*****",
"0500000US13197","Marion County, Georgia","7563","null","*****","*****",
"0500000US13199","Meriwether County, Georgia","20659","null","*****","*****",
"0500000US13201","Miller County, Georgia","5984","null","*****","*****",
"0500000US13205","Mitchell County, Georgia","21940","null","*****","*****",
"0500000US13207","Monroe County, Georgia","27825","null","*****","*****",
"0500000US13209","Montgomery County, Georgia","8701","null","*****","*****",
"0500000US13211","Morgan County, Georgia","19694","null","*****","*****",
"0500000US13213","Murray County, Georgia","39853","null","*****","*****",
"0500000US13215","Muscogee County, Georgia","204366","null","*****","*****",
"0500000US13217","Newton County, Georgia","111262","null","*****","*****",
"0500000US13219","Oconee County, Georgia","41006","null","*****","*****",
"0500000US13221","Oglethorpe County, Georgia","14779","null","*****","*****",
"0500000US13223","Paulding County, Georgia","165688","null","*****","*****",
"0500000US13225","Peach County, Georgia","27822","null","*****","*****",
"0500000US13227","Pickens County, Georgia","32814","null","*****","*****",
"0500000US13229","Pierce County, Georgia","19644","null","*****","*****",
"0500000US13231","Pike County, Georgia","18754","null","*****","*****",
"0500000US13233","Polk County, Georgia","42692","null","*****","*****",
"0500000US13235","Pulaski County, Georgia","10001","null","*****","*****",
"0500000US13237","Putnam County, Georgia","21870","null","*****","*****",
"0500000US13239","Quitman County, Georgia","2249","null","251","null",
"0500000US13241","Rabun County, Georgia","16731","null","*****","*****",
"0500000US13243","Randolph County, Georgia","6503","null","*****","*****",
"0500000US13245","Richmond County, Georgia","205772","null","*****","*****",
"0500000US13247","Rockdale County, Georgia","92983","null","*****","*****",
"0500000US13249","Schley County, Georgia","4622","null","*****","*****",
"0500000US13251","Screven County, Georgia","14028","null","*****","*****",
"0500000US13253","Seminole County, Georgia","9108","null","*****","*****",
"0500000US13255","Spalding County, Georgia","66722","null","*****","*****",
"0500000US13257","Stephens County, Georgia","26641","null","*****","*****",
"0500000US13259","Stewart County, Georgia","5347","null","*****","*****",
"0500000US13261","Sumter County, Georgia","29690","null","*****","*****",
"0500000US13263","Talbot County, Georgia","5837","null","*****","*****",
"0500000US13265","Taliaferro County, Georgia","1574","null","249","null",
"0500000US13267","Tattnall County, Georgia","23211","null","*****","*****",
"0500000US13269","Taylor County, Georgia","7857","null","*****","*****",
"0500000US13271","Telfair County, Georgia","12860","null","*****","*****",
"0500000US13273","Terrell County, Georgia","9102","null","*****","*****",
"0500000US13275","Thomas County, Georgia","45669","null","*****","*****",
"0500000US13277","Tift County, Georgia","41148","null","*****","*****",
"0500000US13279","Toombs County, Georgia","26956","null","*****","*****",
"0500000US13281","Towns County, Georgia","12300","null","*****","*****",
"0500000US13283","Treutlen County, Georgia","6410","null","*****","*****",
"0500000US13285","Troup County, Georgia","69483","null","*****","*****",
"0500000US13287","Turner County, Georgia","8856","null","*****","*****",
"0500000US13289","Twiggs County, Georgia","8034","null","*****","*****",
"0500000US13291","Union County, Georgia","24183","null","*****","*****",
"0500000US13293","Upson County, Georgia","27424","null","*****","*****",
"0500000US13295","Walker County, Georgia","67772","null","*****","*****",
"0500000US13297","Walton County, Georgia","95453","null","*****","*****",
"0500000US13299","Ware County, Georgia","36084","null","*****","*****",
"0500000US13301","Warren County, Georgia","5218","null","*****","*****",
"0500000US13303","Washington County, Georgia","20052","null","*****","*****",
"0500000US13305","Wayne County, Georgia","30118","null","*****","*****",
"0500000US13307","Webster County, Georgia","2372","null","*****","*****",
"0500000US13309","Wheeler County, Georgia","7568","null","*****","*****",
"0500000US13311","White County, Georgia","27886","null","*****","*****",
"0500000US13313","Whitfield County, Georgia","103076","null","*****","*****",
"0500000US13315","Wilcox County, Georgia","8841","null","*****","*****",
"0500000US13317","Wilkes County, Georgia","9643","null","*****","*****",
"0500000US13319","Wilkinson County, Georgia","8931","null","*****","*****",
"0500000US13321","Worth County, Georgia","20824","null","*****","*****",
"0500000US15001","Hawaii County, Hawaii","200468","null","*****","*****",
"0500000US15003","Honolulu County, Hawaii","1015167","null","*****","*****",
"0500000US15005","Kalawao County, Hawaii","48","null","17","null",
"0500000US15007","Kauai County, Hawaii","73247","null","*****","*****",
"0500000US15009","Maui County, Hawaii","164568","null","17","null",
"0500000US16001","Ada County, Idaho","485246","null","*****","*****",
"0500000US16003","Adams County, Idaho","4321","null","*****","*****",
"0500000US16005","Bannock County, Idaho","86362","null","*****","*****",
"0500000US16007","Bear Lake County, Idaho","6327","null","*****","*****",
"0500000US16009","Benewah County, Idaho","9509","null","*****","*****",
"0500000US16011","Bingham County, Idaho","47540","null","*****","*****",
"0500000US16013","Blaine County, Idaho","23868","null","*****","*****",
"0500000US16015","Boise County, Idaho","7549","null","*****","*****",
"0500000US16017","Bonner County, Idaho","46481","null","*****","*****",
"0500000US16019","Bonneville County, Idaho","121771","null","*****","*****",
"0500000US16021","Boundary County, Idaho","11966","null","*****","*****",
"0500000US16023","Butte County, Idaho","2573","null","*****","*****",
"0500000US16025","Camas County, Idaho","1044","null","152","null",
"0500000US16027","Canyon County, Idaho","227367","null","*****","*****",
"0500000US16029","Caribou County, Idaho","7003","null","*****","*****",
"0500000US16031","Cassia County, Idaho","24469","null","*****","*****",
"0500000US16033","Clark County, Idaho","839","null","152","null",
"0500000US16035","Clearwater County, Idaho","8719","null","*****","*****",
"0500000US16037","Custer County, Idaho","4273","null","*****","*****",
"0500000US16039","Elmore County, Idaho","28396","null","*****","*****",
"0500000US16041","Franklin County, Idaho","14036","null","*****","*****",
"0500000US16043","Fremont County, Idaho","13370","null","*****","*****",
"0500000US16045","Gem County, Idaho","18692","null","*****","*****",
"0500000US16047","Gooding County, Idaho","15422","null","*****","*****",
"0500000US16049","Idaho County, Idaho","16494","null","*****","*****",
"0500000US16051","Jefferson County, Idaho","30427","null","*****","*****",
"0500000US16053","Jerome County, Idaho","24081","null","*****","*****",
"0500000US16055","Kootenai County, Idaho","168317","null","*****","*****",
"0500000US16057","Latah County, Idaho","39464","null","*****","*****",
"0500000US16059","Lemhi County, Idaho","7948","null","*****","*****",
"0500000US16061","Lewis County, Idaho","3613","null","*****","*****",
"0500000US16063","Lincoln County, Idaho","5184","null","*****","*****",
"0500000US16065","Madison County, Idaho","50979","null","*****","*****",
"0500000US16067","Minidoka County, Idaho","21393","null","*****","*****",
"0500000US16069","Nez Perce County, Idaho","41820","null","*****","*****",
"0500000US16071","Oneida County, Idaho","4514","null","*****","*****",
"0500000US16073","Owyhee County, Idaho","11815","null","*****","*****",
"0500000US16075","Payette County, Idaho","24928","null","*****","*****",
"0500000US16077","Power County, Idaho","7854","null","*****","*****",
"0500000US16079","Shoshone County, Idaho","13124","null","*****","*****",
"0500000US16081","Teton County, Idaho","11490","null","*****","*****",
